Name,Unique ID,__url,Slug,Image,Description,Twitter,Website,Facebook,Summaries,Collection ID,Locale ID,Item ID,Summaries copy
Baltasar Gracian,15,https://www.actionablebooks.com/en-ca/authors/baltasar-gracian/,baltasar-gracian,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/03/Graci√°n_Graus.jpg,"The son of a doctor, in his childhood Graci√°n lived with his uncle, who was a priest. He studied at a Jesuit school in 1621 and 1623 and theology in Zaragoza. He was ordained in 1627 and took his final vows in 1635.",,,,,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b6cb21177e4c7723ef,
Nick Morgan,459,https://www.actionablebooks.com/en-ca/authors/Nick-Morgan/,Nick-Morgan,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/07/nick-morgan.jpg,"Dr. Nick Morgan is one of America’s top communication theorists and coaches. A passionate teacher, he is committed to helping people find clarity in their thinking and ideas – and then delivering them with panache. He has been commissioned by Fortune 50 companies to write for many CEOs and presidents. He has coached people to give Congressional testimony, to appear on the Today Show, and to take on the investment community. He has worked widely with political and educational leaders. And he has himself spoken, led conferences, and moderated panels at venues around the world.",http://twitter.com/drnickmorgan/,,https://www.facebook.com/nicholas.h.morgan,Power Cues,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a37428fe8e31fb021d6,Power Cues
Bill George,806,https://www.actionablebooks.com/en-ca/authors/Bill-George/,Bill-George,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/06/bill-george.jpg,"Bill George is a professor of management practice at Harvard Business School, where he has taught leadership since 2004. He is the author of four best-selling books 7 Lessons for Leading in Crisis, True North, Finding Your True North, and Authentic Leadership. Being released in early September 2011 is his next book, True North Groups.",http://twitter.com/bill_george/,,http://www.facebook.com/billgeorgetruenorth,True North,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779be8ef143b140867f44,True North
Eldar Shafir,505,https://www.actionablebooks.com/en-ca/authors/Eldar-Shafir/,Eldar-Shafir,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/02/eldar-shafir.jpg,"Eldar Shafir was born in Israel, and has lived in the US for the past 30 years. He is a professor at Princeton University, where he studies and teaches decision making, cognitive science, and behavioral economics. He is co-founder and scientific director at ideas42, a non-for-profit social science R&D lab, where talented people apply behavioral insight in attempts to make the world a slightly better place.",,,,Scarcity,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f0177fb5ac60883ad6,Scarcity
Steve Farber,264,https://www.actionablebooks.com/en-ca/authors/Steve-Farber/,Steve-Farber,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Steve_farber_headshot-lg1-180x220.gif,“Approach the act of leadership as you’d approach an extreme sport: learn to love the fear and exhilaration that naturally comes with the territory.”,http://twitter.com/stevefarber/,,http://www.facebook.com/stevefarber,"Greater Than Yourself,The Radical Edge,The Radical Leap",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a54964a85eb0bb3556a,"Greater Than Yourself,The Radical Leap,The Radical Edge"
Martin Lindstrom,106,https://www.actionablebooks.com/en-ca/authors/Martin-Lindstrom/,Martin-Lindstrom,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/09/lindstrom2.jpg,"True story. When he was a kid growing up in Denmark, young Martin had but one thought in his life: Lego. He hand-built and slept on a Lego bed. The family garden became his very own Legoland creation, attracting visitors from near and afar (including the lawyers from Lego).",http://twitter.com/martinlindstrom/,,http://www.facebook.com/MartinLindstrom,Brandwashed,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a2c8c2c4eb282716e11,Brandwashed
David Eagleman,307,https://www.actionablebooks.com/en-ca/authors/David-Eagleman/,David-Eagleman,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/03/ee5c51c88da00871d4543210.L._V192666333_-180x220.jpg,"“I’m a neuroscientist during the day and a writer at night. As a believer in the endeavor of popular science, I travel frequently to give public lectures. It has been an incredible pleasure to meet warm, funny, like-minded readers everywhere I visit.”",http://twitter.com/davideagleman/,,http://www.facebook.com/David.M.Eagleman,Incognito,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779e2eec53b71dc743e30,Incognito
Erika Anderson,82,https://www.actionablebooks.com/en-ca/authors/Erika-Anderson/,Erika-Anderson,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2017/11/erika-anderson-180x192.jpg,"Erika is the founding partner of Proteus, a coaching, consulting and training firm that focuses on leader readiness. She and her colleagues at Proteus support leaders at all levels to get ready and stay ready to meet whatever the future might bring.",https://twitter.com/erikaandersen/,,https://www.facebook.com/ErikaAndersen,Being Strategic,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f2b7fac8a7f4cf9425,Being Strategic
David A. Kolb,296,https://www.actionablebooks.com/en-ca/authors/David-A.-Kolb/,David-A.-Kolb,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2017/06/david-a-kolb-180x168.jpg,"David Kolb is the Chairman of Experience Based Learning Systems (EBLS), an organization that he founded in 1980 to advance research and practice on experiential learning. He received his BA in psychology, philosophy and religion at Knox College and his Ph.D. in Social Psychology from Harvard University. He was a professor of organizational behavior and management at the MIT Sloan School of Management and at the Weatherhead School of Management, Case Western Reserve University where he is currently Emeritus Professor of Organizational Behavior.",,,,How You Learn is How You Live,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779e112ad6ca218b88c9f,How You Learn is How You Live
Gerd Gigerenzer,497,https://www.actionablebooks.com/en-ca/authors/Gerd-Gigerenzer/,Gerd-Gigerenzer,https://www.actionablebooks.com/wp-content/themes/actionablebooks/img/author-large.png,"Gerd Gigerenzer is the author of Gut Feelings. He is currently the director of the Max Planck Institute for Human Development in Berlin, Germany, and lectures around the world on the importance of proper risk education for everyone from school-age children to prominent doctors, bankers, and politicians.",,,,Risk Savvy,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f616003624da6c691e,Risk Savvy
Antonina Geer,332,https://www.actionablebooks.com/en-ca/authors/Antonina-Geer/,Antonina-Geer,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/07/nina-headshot-med.jpg,"Antonina is a leading authority on small business finance powered by God-given purpose and abundance mindset. She is the Founder and CEO of Simplistic Financials, LLC a financial consulting and Virtual CFO services company that empowers women entrepreneurs to have profitable purpose-driven businesses that yield more money, more time, and more life.",http://twitter.com/smbizfinance/,,http://facebook.com/SimplisticFinancials,Kingdom Driven Entrepreneur,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b2479d84b9f25f1dfb,Kingdom Driven Entrepreneur
Patrick Lencioni,163,https://www.actionablebooks.com/en-ca/authors/Patrick-Lencioni/,Patrick-Lencioni,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Patrick-Lencioni-180x220.jpg,"Patrick Lencioni is founder and president of The Table Group, Inc., a specialized management-consulting firm focused on organizational health. He has been described by The One-Minute Manager’s Ken Blanchard as “fast defining the next generation of leadership thinkers.”Pat’s passion for organizations and teams is reflected in his writing, speaking, and consulting. Lencioni is the author of nine best-selling books with nearly 3 million copies sold. After several years in print, his book The Five Dysfunctions of a Team continues to be a fixture on national best-seller lists. The Three Signs of a Miserable Job, became an instant best-seller in the Wall Street Journal, New York Times andBusinessWeek. And his latest work, Getting Naked, was released in February 2010.The Wall Street Journal has named Lencioni one of the most in-demand business speakers. And he has been a keynote speaker on the same ticket with George Bush Sr., Jack Welch, Rudy Guiliani, and General Colin Powell.Pat’s work has been featured in numerous publications such asBusinessWeek, Fast Company, INC Magazine, USA Today, Fortune, Drucker Foundation’ Leader to Leader, and Harvard Business Review.As a consultant and speaker, he has worked with thousands of senior executives in organizations ranging from Fortune 500 corporations and professional sports teams to universities and nonprofits, including Southwest Airlines, Barnes & Noble, General Mills, Newell Rubbermaid, SAP, Washington Mutual, and the US Military Academy at West Point.Prior to founding The Table Group, Pat worked at Bain & Company, Oracle Corporation, and Sybase, where he was vice president of organizational development. He also served on the National Board of Directors for the Make-A-Wish Foundation of America from 2000-2003.Pat lives in the Bay Area with his wife Laura and four boys.",http://twitter.com/patricklencioni/,,http://www.facebook.com/pages/Patrick-Lencioni/133626265614,"Death By Meeting,Getting Naked,The Advantage,The Five Dysfunctions of a Team,The Ideal Team Player",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a3acc5c48c59d14ae7a,"The Five Dysfunctions of a Team,Death By Meeting,Getting Naked,The Advantage,The Ideal Team Player"
Dan Ariely,467,https://www.actionablebooks.com/en-ca/authors/Dan-Ariely/,Dan-Ariely,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2011/01/Dan-Ariely-180x220.jpg,"Using simple experiments Dan Ariely studies how people actually act in the marketplace, as opposed to how they should or would perform if they were completely rational. His interests span a wide range of daily behaviours and his experiments are consistently interesting, amusing, and informative, demonstrating profound ideas that fly in the face of common wisdom.",http://twitter.com/danariely/,,http://www.facebook.com/predictablyirrational,"Predictably Irrational,The (Honest) Truth About Dishonesty,The Upside of Irrationality",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779d44f036083b82d5b17,"The Upside of Irrationality,Predictably Irrational,The (Honest) Truth About Dishonesty"
Dr. Joseph Murphy,719,https://www.actionablebooks.com/en-ca/authors/Dr.-Joseph-Murphy/,Dr.-Joseph-Murphy,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/10/joseph-murphy-180x220.jpg,"Dr. Murphy wrote, taught, counseled, and lectured to thousands of people all over the world, as Minister-Director of the Church of Divine Science in Los Angeles. His lectures and sermons were attended by thousands of people every Sunday. Millions of people tuned in his daily radio program and have read the over 30 books that he has written.",,,,The Power of Your Subconscious Mind,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779eec7eef1dc826b4c6c,The Power of Your Subconscious Mind
Anastasia Cole Plakias,641,https://www.actionablebooks.com/en-ca/authors/Anastasia-Cole-Plakias/,Anastasia-Cole-Plakias,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/06/anastasia-cole-plakias-180x220.jpg,"Anastasia Cole Plakias is a published writer, photographer, and veteran of the NYC restaurant industry. As co-founder and vice president of Brooklyn Grange, the world’s largest green rooftop farm, Anastasia focuses on creating strong and meaningful connections between the farm and the communities it serves. A born-and-raised New Yorker, Anastasia is dedicated to making her native city a greener and more sustainable place to live.",,,,The Farm on the Roof,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779ada859109b87e3a141,The Farm on the Roof
Dave Durand,441,https://www.actionablebooks.com/en-ca/authors/Dave-Durand/,Dave-Durand,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/dave_durand-180x220.jpg,"Dave Durand is a bestselling author, executive of a $250 million company, and trainer of well over 100,000 individuals in sales, marketing, and business management. He speaks not just from theory but from experience in leading thousands of executives, managers, administrators and sales representatives.",http://twitter.com/davedurand/,,http://www.facebook.com/profile.php?id=100001235145920,Perpetual Motivation,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779df7a1f0c5fa13c2344,Perpetual Motivation
Edward M. Hallowell,148,https://www.actionablebooks.com/en-ca/authors/Edward-M.-Hallowell/,Edward-M.-Hallowell,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/03/11641_hallowell_edward_m-1.jpg,"Are you looking for practical, how-to solutions to life’s personal challenges? Best selling New York Times author and world-renowned ADHD expert, Dr. Ned Hallowell offers groundbreaking advice on how to survive in an ultra-competitive, ultra fast, attention deficit society while remaining sane, how to raise happy children, how to manage worry, the art of forgiveness and how to bring the best out of your employees. He also offers a prescriptive guide that shows how to get the most out of life with Attention Deficit Disorder.",http://twitter.com/drhallowell/,,http://www.facebook.com/pages/Dr-Hallowell/206041064609,"CrazyBusy,Driven to Distraction at Work",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f016003624da6c6706,"CrazyBusy,Driven to Distraction at Work"
Arlene Dickinson,54,https://www.actionablebooks.com/en-ca/authors/Arlene-Dickinson/,Arlene-Dickinson,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/02/Arlene_Dickinson_4-180x200.jpg,Arlene Dickinson is one of Canada’s most renowned independent marketing communications entrepreneurs.,http://www.twitter.com/arlenedickinson/,,http://www.facebook.com/pages/Arlene-Dickinson/184707952460,"All In,Persuasion",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b34f036083b82d42f5,"Persuasion,All In"
Tiffany Dufu,190,https://www.actionablebooks.com/en-ca/authors/Tiffany-Dufu/,Tiffany-Dufu,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2017/11/tiffany-dufu-180x220.jpg,"Named to Fast Company’s League of Extraordinary Women, Tiffany Dufu was a launch team member to Lean In and is Chief Leadership Officer to Levo, the fastest growing millennial professional network. She’s been featured in The New York Times, ESSENCE, O, The Oprah Magazine, and on NPR. She is a consultant to Fortune 500 companies, a sought after speaker on women’s leadership, and has presented at Fortune’s Most Powerful Women Summit, MAKERS and TEDWomen. She earned a BA and an MA in English from the University of Washington. She lives in New York City with her husband and two children.",https://twitter.com/tdufu/,,http://www.facebook.com/tiffanydufu,Drop the Ball,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a5a4fe9f51a8bbdaec4,Drop the Ball
Joseph L. Badaracco,653,https://www.actionablebooks.com/en-ca/authors/Joseph-L.-Badaracco/,Joseph-L.-Badaracco,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/06/joseph-badaracco.jpg,"Joseph L. Badaracco, Jr., is the John Shad Professor of Business Ethics at Harvard Business School. He is also the senior associate dean and the chair of the MBA program. He serves on the faculty committee of Harvard’s Center for Ethics and the Professions and is also the faculty chair of the Nomura School of Advanced Management in Tokyo.",,,,The Good Struggle,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a19a4f705134a2c6c08,The Good Struggle
Anjali Sastry,211,https://www.actionablebooks.com/en-ca/authors/Anjali-Sastry/,Anjali-Sastry,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/04/anjali-sastry-180x220.jpg,"Anjali Sastry teaches at the Massachusetts Institute of Technology Sloan School of Management, where she joined the faculty in 2001. She tried to leave MIT twice before, once after completing her undergrad degrees in Physics and Russian and later after getting her PhD in management. In the interim, she taught at the University of Michigan and worked at both Bain and Company and the Rocky Mountain Institute.",http://twitter.com/FailBetterXdsgn/,,,Fail Better,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b186d44ea3196750cf,Fail Better
Edgar Schein,300,https://www.actionablebooks.com/en-ca/authors/Edgar-Schein/,Edgar-Schein,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/02/edgar-schein.jpg,"Edgar Schein is the Society of Sloan Fellows Professor of Management Emeritus and a Professor Emeritus at the MIT Sloan School of Management. He is the author of many articles and books, including Helping, Process Consultation Revisited, The Corporate Culture Survival Guide, DEC Is Dead Long Live DEC Organizational Culture and Leadership, and Career Anchors. He has defined the field of organizational culture and has consulted with many organizations in the United States and overseas on organizational culture, organization development, process consultation, and career dynamics. What has distinguished Schein’s work is his combination of sociology, anthropology, and social psychology.",,,,Humble Inquiry,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779efab79046a980b144a,Humble Inquiry
Hamish Mckenzie,447,https://www.actionablebooks.com/en-ca/authors/Hamish-McKenzie/,Hamish-McKenzie,https://www.actionablebooks.com/wp-content/themes/actionablebooks/img/author-large.png,,,,,Pitch,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779fb3aad56f892558902,Pitch
Paul Smith,336,https://www.actionablebooks.com/en-ca/authors/Paul-Smith/,Paul-Smith,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/01/paul-smith.jpg,"Paul Smith is a popular keynote speaker and corporate trainer in leadership and storytelling techniques, a former executive and 20-year veteran of The Procter & Gamble Company, and the author of the best selling book Lead with a Story: A Guide to Crafting Business Narratives That Captivate, Convince, and Inspire. He can be found at www.leadwithastory.com.",http://twitter.com/LeadWithAStory/,,http://www.facebook.com/leadwithastory,Lead with a Story,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a3cb7fac8a7f4cfb6ee,Lead with a Story
Frans Johansson,611,https://www.actionablebooks.com/en-ca/authors/Frans-Johansson/,Frans-Johansson,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/01/frans.jpg,"Frans Johansson is an author, entrepreneur, and innovation thought leader who has spoken to audiences worldwide, from Fortune 500 companies to rural villages. He leads The Medici Group with the same passion, force, and energy he exhibits in his keynotes. He founded The Medici Group to move beyond simply inspiring through his talks, and instead work hands on with clients to deliver strategic options, fast.",http://twitter.com/Frans_Johansson/,,https://www.facebook.com/frans.johansson.author,"The Click Moment,The Medici Effect",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f45ac6651f3f176ea8,"The Medici Effect,The Click Moment"
George Anders,730,https://www.actionablebooks.com/en-ca/authors/George-Anders/,George-Anders,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/03/fb4ee6dca5b70a7f0235e2.L._V161292301_SX200_1-180x220.jpg,"“I’ve been writing about dreamers, idealists and rascals since 1981. Look for my journalistic work these days at forbes.com and Forbes magazine. Other writing homes over the years have included The Wall Street Journal, Bloomberg View and Fast Company magazine. I’ve also launched a travel blog, written four books and spun out several hundred bedtime stories for our kids.",http://twitter.com/GeorgeAnders/,,http://www.facebook.com/TheRareFind,The Rare Find,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f7a78dbb44d7aa47aa,The Rare Find
Josh Shipp,328,https://www.actionablebooks.com/en-ca/authors/Josh-Shipp/,Josh-Shipp,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/10/josh-shipp-180x220.jpg,"Josh Shipp aka “The Teen Whisperer” is a former at-risk foster kid turned teen advocate. His TV series TEEN TROUBLE (A&E / Lifetime) documented his work with teens in crisis. He is the author of “The Teen’s Guide to World Domination“, and was listed on Inc. Magazine’s 30 under 30 list of successful entrepenuers.",,,,Jump Ship,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a1ab5306fca6adc2b9b,Jump Ship
Gordon Mackenzie,422,https://www.actionablebooks.com/en-ca/authors/Gordon-MacKenzie/,Gordon-MacKenzie,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/04/gordon-mackenzie-180x220.jpg,,,,,Orbiting the Giant Hairball,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f8ebe0093552d53dfd,Orbiting the Giant Hairball
Les Mckeown,466,https://www.actionablebooks.com/en-ca/authors/Les-McKeown/,Les-McKeown,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/05/les-mckeown.png,LES MCKEOWN IS THE PRESIDENT & CEO OF PREDICTABLE SUCCESS.,http://twitter.com/lesmckeown/,,http://www.facebook.com/predictablesuccess,Predictable Success,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a248d0253c9b170878b,Predictable Success
Dr. Henry Cloud,96,https://www.actionablebooks.com/en-ca/authors/Dr.-Henry-Cloud/,Dr.-Henry-Cloud,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Henry-Cloud-lg-180x220.jpg,"Dr. Cloud is a clinical psychologist with a unique ability to connect with his audiences. Drawing upon his broad range of experiences in private practice, leadership consulting, and media, he simplifies life’s issues and gives easy to understand, practical advice. It is Dr. Cloud’s humour, compassion, and “in the moment” confrontation that make his approach to psychology and spirituality such a success.",http://twitter.com/DrHenryCloud/,,http://www.facebook.com/DrHenryCloud,"Boundaries,Integrity,Necessary Endings",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779ed7a09868617745712,"Integrity,Necessary Endings,Boundaries"
Edmund Morris,738,https://www.actionablebooks.com/en-ca/authors/Edmund-Morris/,Edmund-Morris,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/07/edmund_morris.jpg,"Edmund Morris was born in Kenya and educated at the Prince of Wales School, Nairobi, and Rhodes University, Grahamstown, South Africa. He worked as an advertising copywriter in London before emigrating to the United States in 1968. His biography The Rise of Theodore Roosevelt won the Pulitzer Prize and the American Book Award in 1980. In 1985 he was appointed Ronald Reagan’s authorized biographer. He has written extensively on travel and the arts for such publications as The New Yorker, The New York Times, Harper’s, and The Washington Post. The second volume of his Roosevelt biography, Theodore Rex, is currently under way, and will be followed by a third. Edmund Morris lives in New York and Washington, D.C., with his wife and fellow biographer, Sylvia Jukes Morris.",,,,The Rise of Theodore Roosevelt,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f02544613a36abcd26,The Rise of Theodore Roosevelt
Christopher Rice,637,https://www.actionablebooks.com/en-ca/authors/Christopher-Rice/,Christopher-Rice,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/09/christopher-rice-180x220.jpg,"Recognized as a “Top 100” thought leader by Leadership Excellence, Christopher Rice’s expertise is regularly featured in business and human capital media.",,,,The Engagement Equation,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779d14df57c64241a692c,The Engagement Equation
Chet Richards,122,https://www.actionablebooks.com/en-ca/authors/Chet-Richards/,Chet-Richards,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/05/chet_richards.jpg,"Chet Richards was a close associate of the late US Air Force Colonel John Boyd beginning in the mid-1970s. He has consulted with a number of aerospace and professional services companies and has lectured at the Air War College and the Army’s Command and General Staff College. He is the author of A Swift, Elusive Sword and other works on applications of Boyd’s strategy. Chet holds a Ph.D. in mathematics from the University of Mississippi and maintains a business and communications strategy practice with Tarkenton & Addams, Inc., a public relations firm in Atlanta, Georgia.",,,,Certain to Win,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779cf806eaeecba7c1b17,Certain to Win
Aaron Goldstein,628,https://www.actionablebooks.com/en-ca/authors/Aaron-Goldstein/,Aaron-Goldstein,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/07/aaron_goldstein.jpg,"Aaron Goldstein is a co-founder and COO of Klick, responsible for orchestrating the creative application of technology that drives the company’s operations.",,,,The Decoded Company,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779a4336cf3351ac3c394,The Decoded Company
Ethan Hawke,498,https://www.actionablebooks.com/en-ca/authors/Ethan-Hawke/,Ethan-Hawke,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/11/ethan-hawke-180x220.jpeg,"A four-time Academy Award nominee, twice for writing and twice for acting, Ethan Hawke has starred in the films Dead Poets Society, Reality Bites, Gattaca, and Training Day as well as Richard Linklater’s Before Sunrise trilogy and Boyhood. He is the author of the novels The Hottest State and Ash Wednesday. He lives in Brooklyn with his four children and this book’s illustrator, Ryan Hawke.",,,,Rules for a Knight,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779f33191f005ae2de93b,Rules for a Knight
Kathleen Mcchesney,446,https://www.actionablebooks.com/en-ca/authors/Kathleen-McChesney/,Kathleen-McChesney,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/03/McChesney-180x220.jpg,"Kathleen McChesney, Ph.D. has held unique leadership positions as a Special Agent in the Federal Bureau of Investigation, heading field offices in Chicago, Illinois and Portland, Oregon. In 2001 she was appointed to the FBI’s third highest position – Executive Assistant Director for Law Enforcement. Following her thirty-two year law enforcement career she became the Executive Director of the Office of Child Protection for the US Catholic Bishops Conference and later joined the Walt Disney Company as Vice President for Global Security. She currently provides consulting services for businesses and faith-based institutions and serves on several non-profit boards. Kathleen has received several prestigious awards including the US President’s Meritorious Achievement Award, the Lifetime Achievement Award for Women in Policing and the Hildegard Van Bingen Woman for the World Award.",,,,Pick Up Your Own Brass,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a1dba308546c5a7b009,Pick Up Your Own Brass
Ryan Blair,410,https://www.actionablebooks.com/en-ca/authors/Ryan-Blair/,Ryan-Blair,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2011/09/ryan-blair.jpg,"Ryan Blair is a serial entrepreneur, establishing his first company, 24-7 Tech when he was only twenty-one years old. Since then, he has created and actively invested in multiple start-ups and has become a self-made multimillionaire, known for going from “long shot” to “big shot” even when the odds are against him.",http://twitter.com/ryanblair/,,http://www.facebook.com/?ref=logo#!/ryanblair.fans,"""Nothing to Lose, Everything to Gain""",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a4bbb70bfffd2d545b3,"""Nothing to Lose, Everything to Gain"""
Jan Carlzon,393,https://www.actionablebooks.com/en-ca/authors/Jan-Carlzon/,Jan-Carlzon,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2015/01/jan-carlzon.jpg,,,,,Moments of Truth,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a07cc5c48c59d149341,Moments of Truth
Curt Coffman,226,https://www.actionablebooks.com/en-ca/authors/Curt-Coffman/,Curt-Coffman,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2016/09/curt-coffman-180x220.jpg,"The New York Times Bestselling Author of FIRST, BREAK ALL THE RULES (with Marcus Buckingham) and just released CULTURE EATS STRATEGY FOR LUNCH (with Dr. Kathie Sorensen). As consultant to Fortune 100 and Fortune 500 organizations, MBA and Executive Fellow, Daniels School of Business at the University of Denver. Curt Coffman has invested 30+ years in the science of the human side of organizations.",,,,"""First, Break All the Rules""",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779d3466d4b466918caf9,"""First, Break All the Rules"""
